,assisted_housing_count,active_finance,gun incident count,% of adults < high school dip,avg unemploy rate 2015_2020,clusters,cluster
0,1,0,40,11.5,4.25,1,purple
1,12,7,86,9.2,4.533333333333334,1,purple
2,3,1,21,26.8,6.533333333333332,1,purple
3,1,1,8,20.9,5.233333333333333,1,purple
4,2,0,21,19.5,4.216666666666666,1,purple
5,2,1,25,15.0,6.233333333333333,1,purple
6,9,5,96,15.6,5.683333333333334,1,purple
7,1,1,22,18.4,4.9,1,purple
8,1,1,14,18.4,4.316666666666666,1,purple
9,1,1,21,18.2,4.45,1,purple
10,3,1,2,19.4,8.950000000000001,1,purple
11,2,0,1,23.3,4.583333333333333,1,purple
12,2,1,8,21.0,4.783333333333332,1,purple
13,4,3,33,14.1,4.599999999999999,1,purple
14,4,3,40,14.8,5.9,1,purple
15,2,0,4,15.7,6.75,1,purple
16,5,3,19,16.6,5.4,1,purple
17,4,3,32,18.4,4.066666666666667,1,purple
18,6,3,33,13.9,4.849999999999999,1,purple
19,7,5,142,18.2,8.200000000000001,1,purple
20,2,2,40,25.2,4.65,1,purple
21,1,0,44,13.4,4.1000000000000005,1,purple
22,4,4,28,18.9,5.483333333333333,1,purple
23,13,7,76,15.4,5.333333333333333,1,purple
24,4,3,1,17.4,5.166666666666667,1,purple
25,4,3,22,22.8,4.616666666666667,1,purple
26,1,0,11,19.7,4.55,1,purple
27,2,2,8,20.8,8.666666666666666,1,purple
28,2,2,9,16.0,6.683333333333334,1,purple
29,3,0,4,20.6,5.183333333333335,1,purple
30,9,7,90,14.0,4.833333333333333,1,purple
31,4,2,23,16.8,5.1000000000000005,1,purple
32,62,39,1435,9.9,4.783333333333333,0,pink
33,3,2,2,17.7,4.7,1,purple
34,16,9,55,12.6,5.2,1,purple
35,4,2,11,20.7,5.333333333333333,1,purple
36,9,5,131,9.1,4.366666666666666,1,purple
37,5,1,83,15.3,4.25,1,purple
38,5,2,27,18.2,6.833333333333333,1,purple
39,12,8,592,8.3,4.216666666666668,1,purple
40,4,2,13,16.2,5.883333333333334,1,purple
41,3,2,6,20.4,5.216666666666668,1,purple
42,6,4,51,18.4,4.2,1,purple
43,64,40,703,13.5,5.866666666666666,0,pink
44,2,1,3,14.4,7.533333333333334,1,purple
45,18,17,494,13.3,5.2,1,purple
46,9,7,124,15.9,4.366666666666667,1,purple
47,5,2,9,17.2,8.499999999999998,1,purple
48,3,0,36,15.0,5.133333333333334,1,purple
49,2,1,5,20.4,4.633333333333334,1,purple
50,3,2,55,16.2,4.7,1,purple
51,2,1,20,15.4,4.266666666666667,1,purple
52,1,1,55,7.3,3.45,1,purple
53,4,1,12,13.3,6.65,1,purple
54,11,7,39,19.7,5.5,1,purple
55,2,1,40,19.3,5.0,1,purple
56,17,11,250,11.7,4.733333333333333,1,purple
57,8,5,25,18.2,5.55,1,purple
58,3,2,11,23.5,12.066666666666668,1,purple
59,2,2,2,21.2,5.3500000000000005,1,purple
60,24,16,480,6.1,5.4,1,purple
61,1,1,38,19.1,12.516666666666666,1,purple
62,2,2,18,13.7,8.266666666666666,1,purple
63,14,11,243,5.5,5.483333333333333,1,purple
64,1,1,4,2.5,9.983333333333334,1,purple
65,8,6,93,3.6,4.616666666666666,1,purple
66,5,2,78,7.3,7.583333333333333,1,purple
67,1,1,16,7.2,6.533333333333334,1,purple
68,9,7,167,7.1,7.366666666666667,1,purple
69,1,1,14,17.5,13.883333333333333,1,purple
70,1,1,3,5.3,4.550000000000001,1,purple
71,1,0,9,4.6,7.650000000000001,1,purple
72,2,1,8,19.6,11.35,1,purple
73,6,3,47,12.6,6.266666666666666,1,purple
74,3,2,43,9.5,6.533333333333334,1,purple
75,2,0,8,13.7,6.75,1,purple
76,1,1,10,14.7,5.999999999999999,1,purple
77,125,81,1526,12.3,4.95,0,pink
78,4,1,83,13.9,7.05,1,purple
79,2,1,17,16.6,8.533333333333333,1,purple
80,31,21,354,11.6,5.283333333333333,1,purple
81,5,2,68,14.2,5.75,1,purple
82,1,1,5,23.4,10.1,1,purple
83,14,14,42,9.0,5.283333333333334,1,purple
84,6,3,51,26.7,18.166666666666668,1,purple
85,5,2,8,16.1,3.516666666666667,1,purple
86,5,4,6,16.7,6.533333333333334,1,purple
87,5,1,38,11.3,4.666666666666667,1,purple
88,13,10,72,11.4,3.266666666666667,1,purple
89,6,5,11,12.6,4.0,1,purple
90,2,1,4,19.0,4.916666666666666,1,purple
91,4,3,6,13.7,3.9166666666666665,1,purple
92,2,0,2,19.2,7.683333333333333,1,purple
93,3,1,5,10.0,4.5,1,purple
94,4,4,6,17.5,5.316666666666666,1,purple
95,2,2,12,14.1,5.716666666666666,1,purple
96,2,1,4,14.1,5.516666666666667,1,purple
97,17,13,266,10.7,3.633333333333333,1,purple
98,3,1,22,15.0,4.133333333333334,1,purple
99,6,5,21,17.4,5.3,1,purple
100,2,2,15,16.4,4.683333333333333,1,purple
101,3,2,1,16.1,5.05,1,purple
102,6,4,5,18.9,5.566666666666666,1,purple
103,4,3,18,13.1,5.733333333333333,1,purple
104,10,8,52,8.2,3.9,1,purple
105,13,10,108,10.9,4.916666666666666,1,purple
106,2,2,5,9.2,3.8166666666666655,1,purple
107,3,3,21,11.8,4.333333333333333,1,purple
108,3,2,14,17.4,4.1,1,purple
109,5,5,4,14.2,4.283333333333334,1,purple
110,9,6,15,14.0,4.916666666666667,1,purple
111,1,0,3,16.2,6.15,1,purple
112,5,4,14,19.8,6.516666666666667,1,purple
113,9,5,152,13.9,6.066666666666666,1,purple
114,1,1,10,21.1,5.016666666666667,1,purple
115,1,1,2,20.3,5.933333333333334,1,purple
116,7,6,10,15.9,4.683333333333334,1,purple
117,3,1,3,24.2,5.5,1,purple
118,1,1,7,11.0,5.150000000000001,1,purple
119,5,2,10,13.8,4.8500000000000005,1,purple
120,4,4,24,10.9,3.766666666666666,1,purple
121,3,2,5,19.4,3.216666666666667,1,purple
122,3,3,7,13.5,4.6000000000000005,1,purple
123,6,6,45,13.5,4.883333333333333,1,purple
124,7,6,111,18.9,6.9,1,purple
125,1,1,8,21.1,5.033333333333333,1,purple
126,1,1,2,20.2,5.433333333333333,1,purple
127,1,1,2,9.6,4.233333333333333,1,purple
128,1,1,5,14.0,5.25,1,purple
129,1,1,7,15.2,4.766666666666667,1,purple
130,3,3,46,19.7,6.7,1,purple
131,1,0,1,12.6,4.633333333333334,1,purple
132,5,2,22,19.7,4.45,1,purple
133,1,1,3,15.1,5.0,1,purple
134,11,10,26,15.5,4.816666666666667,1,purple
135,46,35,1083,9.6,4.283333333333334,0,pink
136,5,4,4,17.1,4.916666666666667,1,purple
137,8,7,36,18.1,5.916666666666667,1,purple
138,10,8,66,9.4,3.5,1,purple
139,6,5,104,15.9,4.133333333333334,1,purple
140,3,2,16,16.5,5.683333333333334,1,purple
141,2,1,2,18.8,5.4,1,purple
142,7,6,22,15.1,5.966666666666666,1,purple
143,2,2,1,14.9,6.033333333333334,1,purple
144,13,7,96,15.0,3.1,1,purple
145,15,13,33,15.6,5.133333333333334,1,purple
146,4,3,1,18.3,5.4,1,purple
147,3,3,6,21.8,4.466666666666666,1,purple
148,115,61,1791,11.6,4.616666666666666,0,pink
149,2,2,3,10.0,5.783333333333334,1,purple
150,13,5,205,10.8,6.516666666666667,1,purple
151,2,1,17,9.8,5.416666666666667,1,purple
152,3,1,7,28.7,14.616666666666667,1,purple
153,49,28,545,10.5,4.783333333333334,1,purple
154,1,1,9,19.9,7.300000000000001,1,purple
155,9,5,32,6.6,5.15,1,purple
156,44,13,1161,24.0,9.116666666666667,0,pink
157,2,1,14,25.2,7.733333333333334,1,purple
158,9,5,350,9.5,5.066666666666666,1,purple
159,14,5,40,30.3,21.78333333333333,1,purple
160,27,10,772,25.9,9.75,0,pink
161,7,0,55,26.6,9.516666666666667,1,purple
162,7,5,20,14.2,6.7,1,purple
163,4,4,2,16.8,6.083333333333333,1,purple
164,628,288,3281,20.9,6.483333333333334,0,pink
165,2,0,52,28.1,8.833333333333334,1,purple
166,27,14,35,6.7,3.5500000000000003,1,purple
167,14,4,31,13.5,5.449999999999999,1,purple
168,6,0,263,30.9,10.05,1,purple
169,2,0,2,15.2,7.983333333333333,1,purple
170,17,10,495,28.5,7.783333333333334,1,purple
171,8,3,25,14.5,4.533333333333332,1,purple
172,59,26,520,14.5,4.45,1,purple
173,13,5,60,5.5,4.533333333333333,1,purple
174,1,0,6,4.9,9.183333333333332,1,purple
175,51,25,788,18.0,6.116666666666667,0,pink
176,77,19,631,12.3,5.5,0,pink
177,1,0,9,19.5,6.683333333333334,1,purple
178,51,26,763,20.0,5.783333333333332,0,pink
179,95,48,670,12.6,4.966666666666667,0,pink
180,110,43,378,11.5,3.716666666666667,1,purple
181,18,8,609,20.7,7.916666666666667,1,purple
182,9,3,26,8.7,4.383333333333333,1,purple
183,25,11,129,10.4,3.4166666666666665,1,purple
184,17,8,100,19.1,5.116666666666666,1,purple
185,69,31,341,11.6,3.9,1,purple
186,20,12,133,13.7,6.616666666666667,1,purple
187,13,11,77,8.9,6.516666666666667,1,purple
188,13,7,13,9.8,8.049999999999999,1,purple
189,16,6,192,11.6,5.633333333333333,1,purple
190,33,18,119,11.2,4.216666666666666,1,purple
191,13,8,258,21.1,8.183333333333335,1,purple
192,3,0,21,21.8,9.25,1,purple
193,8,5,192,15.5,6.966666666666666,1,purple
194,3,3,15,7.6,6.75,1,purple
195,9,6,241,29.2,11.05,1,purple
196,3,1,12,9.3,6.4,1,purple
197,14,10,384,15.0,5.25,1,purple
198,17,10,32,13.5,5.583333333333333,1,purple
199,5,2,34,17.7,8.1,1,purple
200,22,11,210,16.2,4.066666666666666,1,purple
201,22,10,221,7.4,3.783333333333333,1,purple
202,4,4,3,7.7,3.9333333333333336,1,purple
203,18,6,64,5.0,3.1666666666666665,1,purple
204,1,0,2,6.5,3.1833333333333336,1,purple
205,1,1,3,1.4,3.766666666666667,1,purple
206,2,1,2,12.0,4.5,1,purple
207,1,1,6,9.3,4.55,1,purple
208,98,31,602,12.0,3.8166666666666655,1,purple
209,2,2,42,1.9,3.066666666666667,1,purple
210,1,1,17,11.7,3.6666666666666665,1,purple
211,18,8,810,5.8,4.183333333333334,0,pink
212,3,2,36,9.9,5.3,1,purple
213,7,5,18,11.9,3.733333333333333,1,purple
214,1,1,2,5.4,3.466666666666667,1,purple
215,2,2,4,2.6,2.983333333333333,1,purple
216,1,1,4,7.6,6.65,1,purple
217,15,4,114,5.5,3.483333333333333,1,purple
218,2,0,1,10.5,2.033333333333333,1,purple
219,1,1,1,16.3,3.5500000000000003,1,purple
220,4,3,14,4.5,3.3833333333333333,1,purple
221,11,6,96,4.1,3.233333333333333,1,purple
222,4,3,5,12.1,4.933333333333334,1,purple
223,2,0,2,9.1,2.766666666666666,1,purple
224,14,9,232,9.5,4.783333333333333,1,purple
225,3,2,4,11.3,4.0,1,purple
226,4,0,5,10.0,4.933333333333334,1,purple
227,7,4,17,11.0,4.166666666666667,1,purple
228,5,1,1,21.1,3.3166666666666664,1,purple
229,12,5,3,12.8,4.8,1,purple
230,2,0,1,19.5,3.233333333333333,1,purple
231,11,5,361,10.3,5.1,1,purple
232,1,1,1,8.1,4.383333333333333,1,purple
233,4,2,5,13.0,5.083333333333333,1,purple
234,1,1,6,3.2,3.3833333333333333,1,purple
235,2,0,4,16.9,5.0,1,purple
236,21,11,103,11.9,3.633333333333333,1,purple
237,1,0,1,11.4,2.033333333333333,1,purple
238,83,39,1039,10.0,4.9,0,pink
239,113,44,813,10.3,5.183333333333334,0,pink
240,20,13,38,7.0,4.583333333333333,1,purple
241,16,11,47,5.8,4.283333333333334,1,purple
242,108,56,809,9.9,5.333333333333333,0,pink
243,30,15,157,7.7,5.283333333333334,1,purple
244,13,9,38,5.0,4.266666666666667,1,purple
245,14,4,46,11.6,5.383333333333333,1,purple
246,25,11,352,12.6,5.300000000000001,1,purple
247,71,37,1164,8.4,4.7,0,pink
248,32,12,126,11.9,4.783333333333333,1,purple
249,102,52,3095,9.1,6.383333333333334,0,pink
250,19,10,230,7.4,4.116666666666667,1,purple
251,2,2,13,14.3,4.4,1,purple
252,9,5,198,9.3,4.766666666666667,1,purple
253,1,0,7,20.4,4.266666666666666,1,purple
254,27,16,318,7.8,4.866666666666666,1,purple
255,42,21,782,11.0,4.85,0,pink
256,1,0,6,23.1,5.083333333333333,1,purple
257,6,6,58,9.4,5.266666666666667,1,purple
258,4,4,29,11.6,6.516666666666666,1,purple
259,3,2,66,8.2,4.25,1,purple
260,6,3,163,12.9,4.65,1,purple
261,3,2,56,13.9,4.65,1,purple
262,59,24,2278,10.2,4.85,0,pink
263,19,12,254,9.5,4.766666666666667,1,purple
264,6,1,13,20.2,5.800000000000001,1,purple
265,1,0,4,14.6,4.583333333333333,1,purple
266,5,5,12,33.7,7.883333333333333,1,purple
267,2,2,94,12.1,5.916666666666667,1,purple
268,7,2,37,14.3,6.216666666666666,1,purple
269,48,26,827,11.3,4.583333333333333,0,pink
270,3,2,121,10.6,5.65,1,purple
271,6,1,71,19.5,4.833333333333333,1,purple
272,1,0,3,18.0,4.783333333333334,1,purple
273,1,0,2,24.7,3.9,1,purple
274,8,4,218,10.5,5.1000000000000005,1,purple
275,26,18,691,11.6,4.683333333333334,0,pink
276,15,11,257,6.5,4.366666666666666,1,purple
277,1,1,15,15.1,4.9,1,purple
278,2,1,22,19.0,5.0,1,purple
279,10,7,297,10.3,4.55,1,purple
280,9,6,402,12.4,5.5,1,purple
281,2,2,77,9.0,4.583333333333333,1,purple
282,122,56,1373,18.6,5.066666666666667,0,pink
283,5,3,88,8.6,3.766666666666667,1,purple
284,1,0,38,8.7,4.283333333333333,1,purple
285,3,2,200,7.6,3.933333333333333,1,purple
286,25,18,1398,11.5,5.050000000000001,0,pink
287,3,2,98,13.3,5.983333333333334,1,purple
288,18,11,1306,11.5,4.8,0,pink
289,15,12,130,10.5,5.066666666666666,1,purple
290,62,48,384,8.7,4.483333333333333,1,purple
291,19,10,222,15.0,5.65,1,purple
292,6,3,80,18.2,6.166666666666667,1,purple
293,6,2,107,5.2,3.716666666666667,1,purple
294,4,3,343,13.7,5.633333333333333,1,purple
295,1,0,66,8.7,4.183333333333334,1,purple
296,9,7,164,6.9,4.55,1,purple
297,3,1,195,5.7,4.45,1,purple
298,3,1,7,17.7,4.6000000000000005,1,purple
299,2,2,11,21.2,5.1,1,purple
300,1,0,4,23.5,4.033333333333334,1,purple
301,18,12,463,9.5,5.083333333333333,1,purple
302,2,0,42,10.9,4.133333333333333,1,purple
303,1,1,26,18.7,4.816666666666667,1,purple
304,1,1,2,25.1,5.416666666666667,1,purple
305,1,0,2,32.8,4.383333333333333,1,purple
306,8,6,67,14.2,6.133333333333334,1,purple
307,4,2,73,15.5,4.266666666666666,1,purple
308,4,2,48,16.4,4.9,1,purple
309,3,0,7,16.5,7.3,1,purple
310,40,23,495,14.0,5.716666666666668,1,purple
311,1,0,2,11.4,6.8500000000000005,1,purple
312,2,1,15,8.4,4.35,1,purple
313,5,2,195,12.7,5.3,1,purple
314,4,1,32,19.9,7.0,1,purple
315,1,1,7,19.4,5.183333333333333,1,purple
316,3,2,7,8.7,4.866666666666666,1,purple
317,8,1,24,15.4,5.3500000000000005,1,purple
318,2,0,17,12.5,4.216666666666667,1,purple
319,26,14,761,10.1,5.1000000000000005,0,pink
320,4,3,6,26.2,5.8500000000000005,1,purple
321,3,3,41,7.9,3.9666666666666655,1,purple
322,9,3,374,12.0,5.116666666666667,1,purple
323,1,0,2,20.0,9.766666666666667,1,purple
324,4,1,413,15.2,6.683333333333333,1,purple
325,32,27,205,7.9,4.416666666666667,1,purple
326,4,4,37,24.3,5.366666666666666,1,purple
327,6,3,140,25.3,4.65,1,purple
328,1,1,53,7.3,4.133333333333334,1,purple
329,1,1,12,20.9,4.8,1,purple
330,4,2,54,10.8,4.55,1,purple
331,1,0,12,16.9,5.05,1,purple
332,2,1,36,17.2,5.833333333333333,1,purple
333,1,1,3,19.3,4.383333333333333,1,purple
334,3,2,22,17.5,5.416666666666667,1,purple
335,36,17,535,10.7,5.366666666666667,1,purple
336,2,2,8,14.4,6.5,1,purple
337,1,1,5,22.3,5.816666666666667,1,purple
338,19,13,211,16.6,6.616666666666666,1,purple
339,7,3,35,12.2,5.383333333333333,1,purple
340,1,0,5,19.6,5.683333333333334,1,purple
341,3,1,6,21.6,5.883333333333333,1,purple
342,2,1,11,21.4,7.0,1,purple
343,1,0,1,13.4,4.766666666666667,1,purple
344,2,0,24,4.7,4.383333333333334,1,purple
345,9,5,268,17.6,5.483333333333333,1,purple
346,1,0,40,7.0,3.866666666666667,1,purple
347,4,1,4,17.7,4.983333333333333,1,purple
348,76,41,1213,7.4,5.366666666666667,0,pink
349,7,5,85,11.9,5.083333333333334,1,purple
350,3,0,17,22.1,4.883333333333333,1,purple
351,6,5,10,19.9,4.699999999999999,1,purple
352,1,0,1,14.7,5.3500000000000005,1,purple
353,12,9,215,12.3,4.566666666666667,1,purple
354,6,2,72,20.9,4.05,1,purple
355,1,0,3,18.8,5.1000000000000005,1,purple
356,1,0,4,7.8,4.266666666666667,1,purple
357,8,5,106,8.4,4.8,1,purple
358,2,2,8,18.5,6.566666666666666,1,purple
359,1,0,77,15.9,3.85,1,purple
360,1,0,8,10.9,4.416666666666667,1,purple
361,1,0,4,13.0,5.849999999999999,1,purple
362,6,3,15,14.1,6.083333333333335,1,purple
363,7,4,31,9.3,5.316666666666666,1,purple
364,8,5,165,13.4,4.95,1,purple
365,1,0,2,15.2,4.383333333333334,1,purple
366,1,1,19,16.6,6.833333333333332,1,purple
367,1,1,4,26.4,7.066666666666667,1,purple
368,1,0,11,22.8,6.066666666666666,1,purple
369,4,1,12,14.3,4.616666666666667,1,purple
370,1,1,3,29.3,6.516666666666666,1,purple
371,11,5,803,12.0,6.366666666666666,0,pink
372,3,1,62,13.4,5.683333333333334,1,purple
373,2,1,34,10.6,4.3500000000000005,1,purple
374,4,1,30,17.0,6.133333333333334,1,purple
375,2,0,5,14.7,4.3500000000000005,1,purple
376,1,0,1,16.6,4.683333333333333,1,purple
377,3,3,9,21.2,5.366666666666667,1,purple
378,2,1,5,18.9,5.133333333333334,1,purple
379,2,0,4,12.4,6.199999999999999,1,purple
380,2,1,1,25.5,6.8,1,purple
381,31,19,380,15.9,6.316666666666666,1,purple
382,2,0,33,11.2,5.633333333333333,1,purple
383,9,2,24,18.1,6.266666666666667,1,purple
384,10,2,14,17.9,5.466666666666666,1,purple
385,6,2,27,18.6,6.9,1,purple
386,2,2,2,24.2,4.866666666666666,1,purple
387,1,0,3,29.7,8.549999999999999,1,purple
388,1,0,9,22.5,6.616666666666666,1,purple
389,5,3,44,15.1,5.766666666666667,1,purple
390,6,3,48,18.1,4.833333333333333,1,purple
391,4,1,14,19.9,6.816666666666666,1,purple
392,8,1,231,16.6,5.0,1,purple
393,1,1,5,18.8,5.883333333333333,1,purple
394,3,2,1,11.0,4.3500000000000005,1,purple
395,4,3,4,17.7,5.683333333333334,1,purple
396,5,2,22,18.0,4.8,1,purple
397,2,0,20,13.1,4.516666666666667,1,purple
398,8,7,9,18.6,5.016666666666667,1,purple
399,2,2,7,18.7,5.866666666666667,1,purple
400,3,2,4,16.6,5.75,1,purple
401,4,4,23,30.5,5.816666666666666,1,purple
402,1,0,3,16.3,5.983333333333333,1,purple
403,1,0,3,15.6,5.533333333333334,1,purple
404,2,1,11,17.1,5.199999999999999,1,purple
405,23,16,121,7.7,4.6000000000000005,1,purple
406,55,30,120,8.1,3.8,1,purple
407,5,4,14,7.5,5.016666666666667,1,purple
408,22,13,22,8.0,5.216666666666668,1,purple
409,23,9,147,4.8,3.266666666666667,1,purple
410,8,1,45,7.5,3.4166666666666665,1,purple
411,1,0,5,12.4,5.716666666666666,1,purple
412,3,1,18,10.8,3.2,1,purple
413,1,0,2,11.3,3.566666666666667,1,purple
414,1,0,1,5.7,5.316666666666666,1,purple
415,3,0,22,9.2,5.133333333333334,1,purple
416,8,4,63,8.0,2.95,1,purple
417,1,0,2,8.2,4.916666666666667,1,purple
418,10,3,92,14.9,4.066666666666666,1,purple
419,1,0,4,8.8,3.2000000000000006,1,purple
420,2,1,4,16.4,2.783333333333333,1,purple
421,3,0,8,10.1,3.85,1,purple
422,2,0,2,9.7,2.6833333333333336,1,purple
423,1,0,5,12.2,4.283333333333334,1,purple
424,1,0,7,20.9,2.8833333333333333,1,purple
425,1,0,4,9.5,5.300000000000001,1,purple
426,2,0,10,9.8,2.75,1,purple
427,2,0,6,22.8,3.0,1,purple
428,15,8,62,6.8,4.449999999999999,1,purple
429,2,1,19,4.2,3.083333333333333,1,purple
430,1,0,2,7.9,5.516666666666667,1,purple
431,1,0,2,23.4,4.05,1,purple
432,3,0,10,4.1,2.133333333333333,1,purple
433,2,0,6,20.8,2.966666666666667,1,purple
434,9,4,19,8.0,3.2833333333333328,1,purple
435,1,0,2,9.8,3.016666666666666,1,purple
436,4,0,4,14.3,4.2,1,purple
437,6,1,12,13.8,6.783333333333334,1,purple
438,6,1,27,12.9,3.4,1,purple
439,3,0,1,15.0,4.783333333333332,1,purple
440,7,5,65,7.5,4.516666666666667,1,purple
441,2,0,9,13.5,8.483333333333334,1,purple
442,1,1,1,10.8,4.933333333333333,1,purple
443,4,3,16,13.8,6.983333333333334,1,purple
444,2,0,4,9.2,5.733333333333333,1,purple
445,1,1,1,8.8,5.216666666666666,1,purple
446,11,4,345,5.0,4.783333333333334,1,purple
447,7,2,8,10.3,6.033333333333334,1,purple
448,3,0,1,7.2,5.783333333333334,1,purple
449,1,0,6,9.9,4.133333333333334,1,purple
450,8,4,27,8.6,5.433333333333334,1,purple
451,394,228,11780,12.9,6.166666666666667,2,dark purple
452,9,5,20,7.7,5.333333333333333,1,purple
453,1,1,2,8.5,5.283333333333333,1,purple
454,1,0,1,16.8,4.45,1,purple
455,27,15,92,7.0,4.65,1,purple
456,2,0,1,9.9,5.433333333333334,1,purple
457,4,1,8,6.9,4.466666666666666,1,purple
458,3,0,3,16.2,5.916666666666667,1,purple
459,3,1,6,9.6,5.116666666666666,1,purple
460,2,0,18,11.1,7.416666666666667,1,purple
461,5,1,2,11.4,6.9,1,purple
462,2,0,1,13.1,6.683333333333334,1,purple
463,2,0,1,9.4,5.4,1,purple
464,1,1,8,6.8,6.3500000000000005,1,purple
465,5,2,6,6.6,5.633333333333333,1,purple
466,1,0,6,8.8,5.566666666666666,1,purple
467,3,2,10,8.8,5.766666666666666,1,purple
468,3,1,7,10.5,5.066666666666666,1,purple
469,4,2,95,8.1,5.216666666666667,1,purple
470,3,0,1,10.2,5.416666666666667,1,purple
471,4,1,39,12.6,6.383333333333334,1,purple
472,2,0,2,7.7,5.55,1,purple
473,2,1,5,7.7,5.316666666666666,1,purple
